speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Phoebe',0,b'Hi.',neutral,neutral,fp,fp,fp,fp,ba,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Duncan',1,b'Phoebe!',surprise,positive,br,sd,fp,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',2,b'Ta-da.',joy,positive,"fo_o_fw_""_by_bc",sd,b,fp,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Duncan',3,b'Hey.',neutral,neutral,ba,fc,ba,ba,ba,ba,AllNotMatch,ConMatch,NotMatch
b'Phoebe',4,b'Hi.',neutral,neutral,fp,fp,fp,fp,fc,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Duncan',5,"b'Ahh, look at you, you look great.'",joy,positive,sv,ba,fp,sd,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',6,"b'Do I? Thank you, so do you.'",neutral,neutral,fc,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Duncan',7,b'Thanks.',neutral,neutral,fc,fc,fc,ft,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',8,b'Sparkly.',neutral,neutral,sd,^2,fc,fc,sd,fc,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Phoebe',9,"b'So, wow, this is pretty wonerful, huh.'",joy,positive,sv,sv,fc,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Phoebe',10,b'Mr. major capades guy.',neutral,neutral,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',11,"b""I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.""",neutral,neutral,sd,qy^d,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Duncan',12,"b""You always said I'd make it.""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',13,"b""Yeah, well, ya know, I'm kind of spooky that way. Wooo.""",neutral,neutral,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Duncan',14,"b""I missed you.  I'm gonna get changed.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',15,b'OK.',neutral,neutral,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Duncan',16,"b'Um, now. Phoebs.'",neutral,neutral,sd,sd,sd,fc,ba,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Phoebe',17,"b'Oh, right, OK. Ole.'",neutral,neutral,b,bk,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Duncan',18,b'What?',neutral,neutral,br,br,qw,qw,sd,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Phoebe',19,"b'Um, the matador.  Ole, ha ha ha.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Jane',0,"b""Hi Joey it's Jane Rogers, can't wait    for your party tonight.""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Jane',1,"b'Listen, I forgot your address, can you give me a call?'",neutral,neutral,qy,ad,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Jane',2,"b'Thanks, bye.'",neutral,neutral,fc,fc,fc,ft,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',3,b'Hey!',joy,positive,ba,ba,fp,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',4,b'Hey!',joy,positive,ba,ba,fc,ba,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Joey',5,"b""What's happening?""",joy,positive,qw,br,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Rachel',6,"b""Yeah, it's a real shame you can't make it to that one-woman    show tonight.""",sadness,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Joey',7,"b""Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',8,"b'Oh, yeah, yeah, yeah...'",neutral,neutral,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Message',9,"b'""Hi Joey, it\'s Jane Rogers can\'t wait for your party tonight""'",joy,positive,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',10,b'Stupid Jane Rogers!!',anger,negative,qy^d,aap_am,sd,qy^d,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',11,b'You are having a party tonight??',surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',12,"b""Kinda have a... a thing for the Days Of Our Life's people.""",neutral,neutral,sv,sv,na,na,sv,na,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Rachel',13,"b""And you weren't going to tell us? How did you think you were    gonna get away with that?""",anger,negative,qy,qy,qy,qh,sv,qy,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Joey',14,b'I do it every year.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',15,b'You do that every year??',surprise,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',16,"b""I didn't have to tell you that!! I'm stupider than Jane Rogers!!""",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',17,"b""Oh, that's why you got these tickets to that play, to get rid    of us??""",anger,negative,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',18,b'Yeah...',neutral,neutral,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Rachel',19,b'And last year is that why you sent us to that medieval times    restaurant?',anger,negative,qy,qy,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',20,b'Yeah...',neutral,neutral,b,b,ny,ny,ny,ny,AllNotMatch,ConMatch,NotMatch
b'Rachel',21,"b'OH! And the year before that, when you set up that nighttime    tour of that button factory?'",anger,negative,qy,qy,qy^d,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Rachel',0,"b""Who's this from?""",surprise,positive,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Chandler',1,"b""Oh, that's Ross's.""",neutral,neutral,ba,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Rachel',2,b'Oh...  Oh my God. He remembered.',surprise,positive,sd,sd,ba,^h,ba,ba,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',3,b'Remembered what?',neutral,neutral,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Rachel',4,b'It was like months ago.',surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',5,"b'We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',6,b'Oh!',surprise,positive,ba,b,ba,ba,b,ba,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Rachel',7,"b""I can't believe he remembered!""",surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',8,"b""Oh, it's so pretty. This must have cost him a fortune.""",surprise,positive,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Monica',9,"b""I can't believe he did this.""",surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Chandler',10,"b'Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?'",neutral,neutral,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',11,b'What did you just say?',surprise,positive,qw,qo,qw,qo,qw,qw,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Chandler',12,b'F-hah.... flennin....',fear,negative,ba,nn,ba,^q,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',13,b'Oh.... my God.',surprise,positive,ba,ba,ba,^h,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Gary',0,b'I really like waking up with you.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',1,"b""I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Gary',2,b'That would be great!',joy,positive,sv,ba,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',3,b'We could have breakfast in bed',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Gary',4,"b'Wait, just a second.'",neutral,neutral,ad,ad,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Phoebe',5,b'Okay.  Oh! Oh no.',surprise,negative,b,bk,aa,b,b,b,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',0,"b'Well that was depressing, I think I just bought a soft pretzel from one of the kids from'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',1,b'Um-hmm. Oh wait! This is Bonnie.',surprise,positive,fc,sd,sd,b,b,b,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Bonnie',2,b'Hi!',joy,positive,fp,fp,fp,fp,fp,fp,AllMatch,NotConMatch,NotMatch
b'Rachel',3,b'This is Bonnie?  This is Bonnie?  You\xc2\x92re Bonnie?',surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Bonnie',4,b'I can show you an ID if you want?',neutral,neutral,qy,sd,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',5,"b'Oh no, I\xc2\x92m sorry, you look a lot different from the last time I-I saw you.'",surprise,positive,sv,sd,sd,na,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Bonnie',6,"b'Oh yeah, well I just started wearing bras again.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',7,"b'Oh, that must be it.'",neutral,neutral,aa,sv,sv,sd,ba,sv,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Phoebe',8,b'Well I hope you have fun tonight.',neutral,neutral,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Bonnie',9,b'Thanks! You too.',joy,positive,fc,fc,fc,fc,fc,fc,AllMatch,NotConMatch,NotMatch
b'Rachel',0,b'I believe it.',neutral,neutral,sv,sv,fc,sv,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',2,"b'Yes, I do.'",neutral,neutral,sd,sd,fc,aa,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',3,"b""No you do\xc2\x97y'know what, you\xc2\x92re not gonna suck me into this.""",anger,negative,sv,sd,qy,sd,qy,qy,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',4,"b'Oh sure I am, because you always have to be right.'",anger,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ross',5,"b'I do not always have to be\xc2\x97okay, okay.'",anger,negative,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',6,b'Jurassic Park',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',0,"b""I'm telling you, something's wrong! My brother does not stay out all night.""",fear,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',1,b'Maybe we should check the trash chute.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',2,"b""Ross couldn't fit down the trash chute.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',3,"b""That's right, he almost could. Which is exactly how I got stuck there.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',4,b'Hey!',neutral,neutral,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Rachel',5,b'There he is!',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',6,b'Oh my God!  Where the hell have you been?!!',anger,negative,qh,qw,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',7,"b""Just, y'know out.""",neutral,neutral,sd,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',8,"b""Ohh, out, oh God, I don't know why we didn't think to check there!""",anger,negative,sd,ad,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Phoebe',9,b'What were you doing?',neutral,neutral,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',10,"b'I uh, went to a bar. And then I just uh, just walked around for a while.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',12,b'He hooked up! He hooked up with someone.',surprise,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',13,"b""Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!""",anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',14,b'He hooked up!! Tell us about her!',joy,positive,sd,sd,sd,^q,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Janice',15,b'Ross you left you scarf in\xc2\x85 Hey you guys.',neutral,neutral,sd,qy^d,^q,sd,fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Chandler',0,"b'Oh yeah, that looks good.'",neutral,neutral,ba,ba,sv,sv,ba,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Phoebe',1,b'You guys make a',neutral,neutral,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Joey',2,"b'Yeah, we look great together.'",joy,positive,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Chandler',3,b'Okay.',neutral,neutral,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Monica',4,b'Wow! Imagine what our kids would look like!',joy,positive,sv,sv,ad,sv,fc,sv,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Joey',5,"b'Y\xc2\x92know, we don\xc2\x92t have to imagine.'",neutral,neutral,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Chandler',6,b'I\xc2\x92m marrying her.',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',7,b'We\xc2\x92ll just see.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',0,b'Hey! Hey! Be careful around my Porsche!',anger,negative,fc,ad,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Woman',1,b'Hi Joey.',neutral,neutral,fp,sd,fp,fp,fc,fp,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Joey',2,b'Hey! How you doin\xc2\x92?',neutral,neutral,fc,qw,fp,qw,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Woman',3,b'He has the most amazing Porsche under there!',joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',4,"b'I\xc2\x92d love to show ya, but I just tucked her in.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',5,b'She\xc2\x92s sleeping.',neutral,neutral,sd,sd,sd,bf,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Joey',6,"b'Hey uh, would you two girls like to go for a drink?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',0,"b'Well, the old lady died.'",sadness,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',1,b'And how do I know?',neutral,neutral,qw,qh,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ross',2,b'Her dying wish was for one last kiss.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',3,"b'But I don\xc2\x92t care,  because you got the apartment.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',4,b'Yes!',joy,positive,aa,ny,aa,aa,aa,aa,AllNotMatch,ConMatch,NotMatch
b'Rachel',5,b'Ewww. Yeah. Umm. I think I\xc2\x92m gonna stay here.',disgust,negative,fc,sd,sv,fc,bk,fc,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Joey',6,b'Isn\xc2\x92t that great?',joy,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ross',7,b'Ezels!!',disgust,negative,br,sd,ba,qy^d,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',0,"b'Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it\xc2\x92s not your fault.'",neutral,neutral,qw,sd,qw,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Leslie',1,"b'Wow, that\xc2\x92s great.'",joy,positive,ba,sv,ba,sd,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',2,"b'Oh, yeah!'",joy,positive,b,b,ba,aa,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Leslie',3,"b""Y'know you could totally sell this. It\xc2\x92d be perfect for like umm, a kitty litter campaign.""",neutral,neutral,sv,sv,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Phoebe',4,"b'I..., a jingle? No, no-no-no, no.'",neutral,neutral,sd,sd,sd,ar,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Leslie',5,b'What? Why not? You could make a ton of money.',surprise,negative,qh,qh,^q,qh,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',6,"b""Okay, well if I was in this for the money, I\xc2\x92d be a millionaire by now, y'know.""",neutral,neutral,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Phoebe',7,b'You just got to get out of that jingle head sweetie.',neutral,neutral,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Leslie',0,"b'Aw, you\xc2\x92re right, you\xc2\x92re right. I\xc2\x92m sorry.'",neutral,neutral,sd,sd,^q,aa,"fo_o_fw_""_by_bc",xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',1,"b'That\xc2\x92s okay. All right, I\xc2\x92m gonna play song that\xc2\x92s really, really sad. It\xc2\x92s called Magician Box Mix Up.'",joy,positive,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Rachel',0,"b'Okay sir, um-mm, let see if I got this right.'",neutral,neutral,fc,sd,sv,fc,fc,fc,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',1,"b'Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',2,"b'Okay, great.'",joy,positive,ba,fc,ba,ba,ba,ba,AllNotMatch,ConMatch,NotMatch
b'Rachel',3,b'You freak.',disgust,negative,sv,sv,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ross',4,b'Thank you.',joy,positive,fc,fc,ft,ft,fc,ft,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Isabella',5,"b'Um, coffee to go, please.'",neutral,neutral,ad,aa,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ross',6,b'Isabella Rosselini.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',7,b'Are you serious?  Oh my God.',surprise,positive,qy,qy,qy,bh,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',8,b'Damn! I can\xc2\x92t believe I took her off my list.',anger,negative,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',9,b'Why? \xc2\x91Cause otherwise you\xc2\x92d go for it?',neutral,neutral,qy,qy,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',10,"b'Yeah, maybe.'",neutral,neutral,b,sv,na,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Rachel',11,"b'Oh-oh, you lie.'",disgust,negative,aa,aa,ad,aa,bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Ross',12,b'What you don\xc2\x92t think I\xc2\x92d go up to her?',neutral,neutral,qy,qy,qy,qw,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',13,"b'Ross, it took you ten years to finally admit you liked me.'",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',14,"b'Yeah, well missy, you better be glad that list is laminated.'",anger,negative,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Rachel',15,"b'You know what honey, you go ahead, we\xc2\x92ll call her an alternate.'",neutral,neutral,sd,sd,sd,sd,ad,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',16,"b'Okay, hold my crawler.'",neutral,neutral,ad,sd,ad,sd,ad,ad,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',17,b'Okay.',neutral,neutral,b,b,aa,b,bk,b,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Monica',18,"b'Rach, are you really gonna let him do this?'",surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Rachel',19,"b'Honey, he\xc2\x92s about to go hit on Isabella Rosselini. I\xc2\x92m just sorry we don\xc2\x92t got popcorn.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ross',0,"b""Okay, that's, that's enough.""",neutral,neutral,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',1,"b""Won't you dance around with me.""",neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Monica',2,b'A-ha!!!',surprise,positive,ba,br,ba,qy,sd,ba,AllNotMatch,NotConMatch,ConfMatchOnlyTwo12
b'Joey',0,"b""Oh-oh-oh, yeah!  That's right, you take good care of those babies!""",joy,positive,aa,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
"b""Joey's Hand Twin""",1,b'Excuse me?',surprise,negative,br,br,ad,br,br,br,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Joey',2,"b""It's me, Joey!""",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
"b""Joey's Hand Twin""",3,b'Do I know you?',surprise,positive,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',4,b'Joey!',joy,positive,br,sd,ba,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
"b""Joey's Hand Twin""",5,"b'Oh-ho, yeah. Yeah, the hand guy.'",neutral,neutral,aa,b,fc,"fo_o_fw_""_by_bc",bk,xx,AllNotMatch,NotConMatch,NotMatch
b'Joey',6,b'Okay that\xc2\x92s fair.',neutral,neutral,fc,sv,fc,sd,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ross',7,b'All right.',neutral,neutral,b,fc,b,"fo_o_fw_""_by_bc",fc,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',0,b'Good!',neutral,neutral,ba,sv,ba,fc,ba,ba,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',1,b'Pick one.',neutral,neutral,bf,sd,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Phoebe',2,b'Left!  Thank you.',joy,positive,fp,fc,fc,ft,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Rachel',3,b'You\xc2\x92re welcome.',neutral,neutral,fc,sd,fc,sv,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Phoebe',4,b'Ross!',surprise,positive,br,sd,fc,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Rachel',5,b'Joey!  We should just switch.',neutral,neutral,sd,t3,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Phoebe',6,b'Yeah absolutely!',joy,positive,aa,b,aa,ny,b,xx,AllNotMatch,NotConMatch,NotMatch
b'Phoebe',0,"b'Rachel, we\xc2\x92re sorry for pushing those guys on you.'",sadness,negative,sv,sd,fc,ad,ad,ad,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Rachel',1,b'Oh that\xc2\x92s all right!',joy,positive,fc,b,fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Rachel',2,"b'Y\xc2\x92know, I ended up having a really good time.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Rachel',3,"b'Y\xc2\x92know, the charity was a big success and they raised a lot of money and awareness.'",joy,positive,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Chandler',4,b'So what was it for anyway?',neutral,neutral,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Rachel',5,b'I wanna say a disease.',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Joey',6,b'Hey!',surprise,positive,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'All',7,b'Hey!',surprise,positive,ba,ba,ba,ba,ba,ba,AllMatch,NotConMatch,NotMatch
b'Joey',8,b'I just got this really weird message from Ross. He said turn on',neutral,neutral,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Phoebe',9,"b'Oh my God, look! That\xc2\x92s Elizabeth!'",surprise,positive,ba,sd,fp,ba,ba,ba,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Rachel',10,b'Oh-oh Professor Geller.',neutral,neutral,ba,b,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Joey',11,"b'Ahh, to be 13 again.'",neutral,neutral,sd,sd,sd,sd,fc,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ross',0,"b'Hey! So uh, was he excited about the tickets?'",neutral,neutral,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Joey',1,b'No! He blew us off!',anger,negative,sd,sd,^q,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ross',2,b'What?!',surprise,negative,qw,qy,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Joey',3,b'I know!',surprise,negative,ba,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
